a,一個
democrats,民主黨
resistant,耐
transferred,轉移
tracker,跟蹤器
reputation,聲譽
coding,編碼
creator,造物主
slideshow,幻燈片
gbp,英鎊
amber,琥珀
trunk,樹幹
hang,掛
passage,通道
variation,變化
ep,EP
museums,博物館
lb,磅
damn,該死的
hiking,遠足
methodology,方法論
pierre,皮爾
jelsoft,果凍軟體
bt,英國電信
lamps,燈
photoshop,照片處理
fame,名聲
diagnostic,診斷
photograph,照片
colombia,哥倫比亞
headset,耳機
oakland,奧克蘭
distributor,分配器
waves,波
chi,池
wrestling,摔跤
camel,駱駝
archived,存檔
underlying,底層
hood,罩
juice,汁
jp,日本
extract,提取
gathering,收集
chase,追逐
logical,邏輯
suicide,自殺
mathematical,數學
arabia,阿拉伯
panama,巴拿馬
sauce,醬
projection,投影
specialized,專業
af,自動對焦
accommodations,住宿
athens,雅典
indianapolis,印第安那波利斯
detected,檢測
criticism,批評
rfc,徵求意見稿
downloaded,下載
payable,支付
automobile,汽車
arising,產生
corporations,公司
bracelet,手鐲
nissan,日產
judges,法官
juvenile,青少年
seo,人民
paintings,畫
northeast,東北
sl,SL
confidential,機要
courtesy,禮貌
walked,走
eggs,蛋
remarks,言論
ins,insin
retired,退休
decades,幾十年
isp,互聯網服務提供者
statutory,法定
protective,保護
preference,偏好
injection,注射
pointed,尖
indicator,指示器
mistake,錯誤
populations,人口
railway,鐵路
causing,造成
initially,最初
tc,TC
sunglasses,墨鏡
locked,鎖
ruby,紅寶石
jpg,。.jpg
fortune,財富
yorkshire,約克郡
mineral,礦物
canvas,帆布
eliminate,消除
hb,乙二醇
parish,教區
steering,轉向
acoustic,聲
afraid,害怕
norton,諾頓
beads,珠
threshold,門檻
cassette,暗盒
fusion,融合
cemetery,墓地
croatia,克羅埃西亞
planner,計劃
gangbang,輪姦
screens,螢幕
fewer,少
claimed,聲稱
coupon,息票
mins,分鐘
sequences,序列
flows,流
mlb,美國職業棒球大聯盟
lanka,斯里蘭卡
stadium,體育場
stem,莖
nurses,護士
translate,翻譯
edwards,愛德華茲
drew,提請
opt,選擇
contests,比賽
announces,宣佈
astronomy,天文學
venezuela,委內瑞拉
tagged,標記
costume,服裝
exploration,勘探
ssl,拼接單
proxy,代理
flu,流感
perfectly,完全
rap,說唱
voted,投票
adjusted,調整
compression,壓縮
pulled,拉
constitutional,憲法
bikes,自行車
shaped,形狀
farmer,農民
slave,奴隸
corn,玉米
tune,調整
examined,檢查
gates,蓋茨
cultures,文化
grew,增長
bishop,主教
norfolk,諾福克
tin,錫
trek,跋涉
puts,把
coaching,輔導
establishing,建立
gp,全科醫生
killer,殺手
counters,計數器
berkeley,伯克利
instantly,立即
seasonal,季節性
litigation,訴訟
broadcasting,廣播
heroes,英雄
encoding,編碼
submissions,提交
ir,紅外
portrait,肖像
mobility,流動性
artwork,藝術品
painted,畫
ties,關係
terrorist,恐怖分子
horizontal,水準
informational,資訊
ecommerce,電子商務
suffering,痛苦
rat,鼠
floral,花卉
ethical,倫理
schemes,計劃
neutral,中性
cosmetic,化妝品
carriers,載體
struggle,鬥爭
fisher,漁夫
oem,整車廠
zdnet,中通網
lycos,萊科斯
builders,建設者
resulted,導致
spectacular,壯觀
dildos,假陽具
subscribers,使用者
charm,魅力
ultimately,最終
combo,組合
guilty,有罪
prospective,前瞻性
bearing,軸承
artificial,假
tablet,片
activation,啟動
bedding,床上用品
connector,連接器
affiliated,附屬
equally,同樣
joining,加入
brad,曲頭釘
naturally,自然
worlds,世界
dos,待辦事項
spears,矛
tail,尾巴
heading,標題
violent,暴力
coordination,協調
seniors,老年人
haven,避風港
lawn,草坪
jury,陪審團
basin,盆地
delhi,德里
oclc,OCLC
nose,鼻子
branches,分支
ranch,牧場
underwear,內衣
soup,湯
potentially,潛在
dimensional,維
crossing,路口
cottage,山寨
locator,定位
crimes,犯罪
resolved,解決
byte,位元組
considerable,相當
alien,外人
drunk,醉
constraints,約束
inclusive,包容
latex,乳膠
holdings,控股
anymore,了
selecting,選擇
toner,調色劑
pantyhose,連褲襪
processors,處理器
mitsubishi,三菱
mozilla,莫茲拉
nylon,尼龍
difficulties,困難
nepal,尼泊爾
plc,公司
rocky,岩石
palestinian,巴勒斯坦人
msg,。.msg
complexity,複雜性
resolve,解決
moscow,莫斯科
barcelona,巴塞羅那
constantly,不斷
ceiling,天花板
zimbabwe,辛巴威
browsing,流覽
broke,不名一文
frequent,頻繁
documentary,記錄片
bargains,便宜貨
cod,鯤魚
territories,界
nigeria,奈及利亞
thesis,論文
trim,修剪
presidential,總統
thru,通過
melissa,蜜蜂花屬
jews,猶太人
juan,胡安
discs,光碟
totals,總數
starring,主演
hospitality,款待
procurement,採購
hispanic,西班牙的
pixels,圖元
ensuring,確保
cv,簡歷
anybody,任何人
surveillance,監視
cb,CB
espn,ESPN
marriott,萬豪
diamonds,方塊
fleet,艦隊
gen,根
bunch,堆
legislature,立法機關
untitled,無題
distinct,不同
afford,提供
nhl,國家冰球聯盟
quit,退出
singing,歌唱
referral,轉介
theoretical,理論
exercises,習題
protocols,協定
lung,肺
optimal,最佳的
sucking,乳臭未幹
civic,公民
highlight,高亮
thereof,其
watched,看
brilliant,明
saver,保護
reuters,路透社
inclusion,包含
hopefully,希望
ti,鈦
fc,足球俱樂部
todd,托德
evaluated,評價
substitute,替代
omega,歐米茄
termination,終止
grill,燒烤
households,家庭
turner,車工
spoken,發言
gel,凝膠
assignments,作業
sees,看到
gs,GS
cents,美分
manuals,手冊
fw,固件
stayed,呆
doug,道格
architectural,建築
differ,不同
authorization,授權
louisville,路易斯維爾
cole,科爾
amenities,設施
colored,彩色
movements,運動
wanna,想要
bull,牛
aaa,AAA
redeem,贖回
regime,政權
virtually,幾乎
grain,糧食
rogers,羅傑斯
ranging,測距
mart,市場
verified,驗證
breath,呼吸
authentic,真實
tale,故事
depend,依賴
candle,蠟燭
repairs,維修
wishes,願望
monica,莫妮卡
montgomery,蒙哥馬利
hanging,絞刑
macintosh,麥金塔
strictly,嚴格
seeks,尋求
liverpool,利物浦
lynn,林恩
scoring,得分
stanley,赤柱
projector,放映機
formerly,以前
docs,文件
situated,位於
herbal,草藥
loving,愛
vid,視頻
renewal,更新
std,性病
psychological,心理
elegant,優雅
surprised,驚訝
retailer,零售商
opposed,反對
panties,內褲
deemed,認為
routing,路由
expenditure,開支
vitamins,維生素
gains,利
genealogy,家譜
brooklyn,布魯克林
bp,英國石油公司
comparative,比較級
fake,假
salon,沙龍
margin,邊緣
headed,標題
sisters,姐妹
spots,斑點
collaborative,共同
algorithms,演算法
madrid,馬德里
connectivity,連接
oo,呜呜
hacker,駭客
commander,指揮官
ni,鎳
madonna,聖母瑪利亞
solely,只
cure,治
arch,拱
excluding,以外
turbo,汽
thinks,認為
murphy,墨菲
thats,那是
critics,評論家
similarly,同樣地
voters,選民
bbw,呜呜
norman,諾曼
coin,硬幣
fda,美國食品和藥物管理局
interval,間隔
bomb,炸彈
brush,刷
harm,傷害
suggestion,建議
spotlight,聚光燈
soldier,士兵
repeated,重複
assault,突擊
mirrors,鏡子
tongue,舌
deer,鹿
connecting,連接
reset,重置
tri,三
panels,板
kodak,柯達
tricks,技巧
asin,阿辛
justin,賈斯汀
investigate,探討
hdtv,高清晰度電視
logistics,後勤
bowling,保齡球
danish,丹麥文
phillips,菲力浦斯
thy,你的
spare,備用
expansys,擴展系統
aimed,瞄準
analyses,分析
significance,意義
scenario,場景
protecting,保護
mat,席
proportion,比例
honey,蜂蜜
filename,檔名
approx,約
skirt,裙子
invest,投資
monkey,猴子
essentials,基本會話
gauge,軌距
pal,朋友
atomic,原子
lovers,戀人
junction,結
arabic,阿拉伯文
florence,佛羅倫薩
solving,解決
transmitted,傳播
um,嗯
symposium,討論會
drawings,圖紙
faced,面臨
ye,你們
fs,司司長
rachel,瑞秋
chains,鏈
correspondence,通信
imports,進口
engage,聘
testimony,證詞
weekends,週末
adapters,適配器
supervision,監督
switching,開關
cheat,欺騙
oven,烤箱
screenshots,截圖
farms,農場
sender,寄件者
suspect,懷疑
bronze,青銅
produces,生產
expenditures,支出
separation,分離
macro,宏觀
intensive,密集
celebrities,脫口秀
noon,中午
ted,泰德
deviant,越軌
kingston,金士頓
mandatory,命令的
sandy,桑迪
quoted,引用
sixth,第六
gym,健身房
boundaries,邊界
celebration,慶祝
crucial,關鍵
viewer,觀眾
reaching,達到
yo,唷
autos,汽車
vb,。.vb
tuition,學費
pitch,投
syndication,聯合
spouse,配偶
signup,註冊
cams,凸輪
piss,小便
filtering,濾波
puzzles,拼圖
exotic,異國情調
damaged,破
luxembourg,盧森堡
threats,威脅
adjacent,鄰近的
laugh,笑
citation,引文
surgical,外科
destroy,摧毀
kde,凱德
joel,喬爾
receptor,受體
teeth,牙齒
studying,研究
upgrades,升級
fx,外匯
proc,過程
butter,黃油
stamp,郵票
salmon,鮭魚
colleagues,同事
offensive,進攻
deployment,部署
proved,證明
perry,佩里
lotus,蓮花
cloth,布
premises,房屋
mate,伴侶
separated,分開
imperial,帝國
dl,分電
dozen,打
starter,起動機
tan,鞣
benjamin,本傑明
cargo,貨物
directive,命令
pepper,胡椒
likes,喜歡
salem,塞勒姆
olympus,奧林巴斯
slim,苗條
luke,盧克
zones,區
depot,倉庫
isle,島
cbs,哥倫比亞廣播公司
pete,彼特
luggage,行李
kenneth,肯尼思
stylish,時尚
races,種族
chef,廚師
weapon,武器
grocery,雜貨店
retailers,零售商
maple,槭
burden,負擔
alt,備選方案
harrison,哈裡森
blend,混合
julie,裘莉
comp,比較
tapes,磁帶
attending,參加
occasionally,偶爾
governing,執政
offshore,近海
emission,排放
pie,餡餅
midi,迷笛
toilet,廁所
spec,規範
instructional,教學
finest,最好
bow,弓
routes,路線
penn,佩恩
recruiting,招聘
apparent,表觀
autumn,秋天
permissions,許可權
tied,拴
recover,恢復
realty,房地產
ranked,排名
jackets,夾克
mounting,安裝
lopez,洛佩茲
balanced,平衡
probe,探針
helen,海倫
outreach,外展
excited,興奮
traveling,旅行
janet,珍妮特
packed,包裝好的
phpbb,噗
biotechnology,生物工藝學
prescribed,訂明
explicit,明確
delayed,延遲
calculation,計算
boob,乳房
consolidated,合併
debug,調試
hon,韓
dale,山谷
ebook,電子書
oils,油
villas,別墅
timely,及時
reproduced,轉載
equations,方程
whilst,而
anxiety,焦慮
exceptional,特殊
occasions,場合
brooks,布魯克斯
talked,談到
respondents,受訪者
peeing,尿
sept,9月
spatial,空間
newton,牛頓
catherine,凱薩琳
upskirts,超短裙
exclude,排除
bingo,賓果遊戲
chuck,卡盤
sunny,晴朗
ceramic,陶瓷
minds,頭腦
precious,珍貴
prompt,提示
unavailable,不能利用的
eq,情商
atm,自動取款機
annually,每年
cox,考克斯
lang,朗
considerations,考慮
cedar,雪松
musicians,音樂家
scanners,掃描器
ebooks,電子書
queensland,昆士蘭
leeds,利茲
necklace,項鍊
arranged,安排
advocacy,擁護
composite,複合
theaters,劇院
fingers,手指
delivers,提供
xanax,薩納克斯
unto,至
lt,囉
je,流行性乙型腦炎
pays,支付
stud,螺柱
raleigh,羅利
beijing,北京
qualify,資格
attach,附加
cms,內容管理制度
uv,紫外線
fingering,指法
designing,設計
ejaculation,射精
pumps,泵
sg,SG
footwear,鞋
mason,石匠
peoples,人民
diagram,圖
vic,維克
utils,實用工具
assessments,評估
hopes,希望
pos,POS
licenses,許可證
burns,燒傷
essentially,本質上
blair,布萊爾
mario,馬里奧
fold,倍
slut,蕩婦
victor,勝利者
threaded,螺紋
ranges,範圍
brunswick,不倫瑞克
approve,批准
chose,選擇
calgary,卡爾加里
trails,創新
spider,蜘蛛
phys,物理
advised,建議
removing,刪除
pairs,對
blast,爆炸
assisted,輔助
calcium,鈣
divine,神聖
venues,場地
interim,臨時
dialog,對話
syndicate,集團
compound,複合
streaming,流
preservation,保存
abortion,流產
intensity,強度
wellness,健康
sensitivity,敏感性
technological,技術性
isolated,孤立
newport,紐波特
hudson,哈德森
previews,預覽
bend,彎曲
antivirus,防毒
constitute,構成
bangladesh,孟加拉國
membrane,膜
moms,媽媽
concluded,結束
variations,變化
mega,巨型
pickup,拾音器
indians,印第安人
prague,布拉格
graduation,畢業
demonstration,示範
desperate,絕望
addressing,尋址
governmental,政府
sacred,神聖
iceland,冰島
manufactured,製造
mothers,母親
harvest,收穫
nascar,納斯卡
shield,盾
candles,蠟燭
discounted,折扣
sailing,航行
pole,極
locally,本地
chrome,鉻
refused,拒絕
exterior,外部
greeting,問候
velocity,速度
morocco,摩洛哥
newcastle,紐卡斯爾
relay,中繼
nav,導航
olive,橄欖
enhancement,增強
cyber,網路
synthesis,合成
undefined,定義
dicks,雞巴
congo,剛果
verizon,威瑞森
unemployment,失業
scored,得分
botswana,博茨瓦納
clone,克隆
lambda,λ
addiction,成癮
tommy,湯米
glen,幽谷
springfield,斯普林菲爾德
brake,制動
delays,延誤
ecology,生態學
oliver,奧利弗
identical,相同
angry,生氣
compete,競爭
exchanges,交流
wondering,想
societies,社會
ist,家
petroleum,石油
cab,。.cab
silicon,矽
performances,性能
norwegian,挪威文
composed,由
pond,池塘
lover,情人
brazilian,巴西人
barnes,巴恩斯
fa,發
honolulu,火奴魯魯
escort,護送
rolls,卷
lips,嘴唇
retention,保留
baseline,基線
beatles,披頭士
tears,眼淚
oasis,綠洲
belong,屬於
soundtrack,原聲帶
thomson,湯姆森
cnn,美國有線電視新聞網
tire,累
malta,馬爾他
lil,莉莉
profession,職業
ferry,渡輪
seating,座位
lc,立法會
participant,參與者
daddy,爸爸
chad,乍得
scholarships,獎學金
separately,分別
exports,出口
rabbit,兔
das,達斯
treasury,財政部
omaha,奧馬哈
physiology,生理學
collecting,收集
heather,希瑟
recreational,娛樂
friendship,友誼
loads,負荷
electron,電子
dominican,多明尼加
motel,汽車旅館
passport,護照
unions,工會
dam,壩
warrant,保證
observer,觀察者
ceremony,儀式
sys,。.sys
investigations,調查
occupied,佔領
frozen,冷凍
arrested,逮捕
rely,依賴
ripe,熟
gained,獲得
scales,尺度
icq,國際海關總局
yamaha,雅馬哈
royalty,王權
sunshine,陽光
laundry,洗衣店
drag,拉
stuck,卡住了
rally,集會
josh,喬希
dying,垂死
medications,藥物
hebrew,希伯來語
strain,應變
somehow,不知何故
expanding,擴大
provincial,地方的
rochester,羅切斯特
solaris,索拉裡斯
homework,作業
placing,放置
sophisticated,複雜
downloadable,下載
cu,銅
focuses,重點
encryption,加密
adjust,調整
solomon,所羅門
assessed,評估
stops,停止
advertiser,廣告
filling,填充
scsi,SCSI
volumes,卷
laboratories,實驗室
trainer,教練
toxic,有毒
lemon,檸檬
stronger,強
vocal,聲樂
possession,佔有
soviet,蘇維埃
vegetables,蔬菜
silence,沉默
advances,進展
treaty,條約
organ,風琴
imposed,強加的
enabling,使
stanford,斯坦福
nail,指甲
stockings,絲襪
manufacture,製造
packing,包裝
darkness,黑暗
thumbnails,縮圖
bizrate,比茲拉特
pty,噗嗤
joke,笑話
vienna,維也納
implied,暗示
statute,法規
respondent,被告
rejected,拒絕
satisfy,滿足
sox,襪隊
destroyed,摧毀
chapel,禮拜堂
wordpress,WordPress
layers,層
nuts,堅果
span,跨度
accountability,問責
guided,引導
vulnerability,脆弱性
dns,功能變數名稱系統
shelter,庇護所
gamespot,遊戲點
zoophilia,動物癖
accredited,認可
scheduling,調度
radius,半徑
bobby,員警
appliance,器具
bahamas,巴哈馬
celebrate,慶祝
compressed,壓縮
powell,鮑威爾
pads,墊
univ,大學
logging,伐木
perspectives,觀點
christians,基督徒
butts,屁股
bench,板凳
tub,桶
borders,邊界
inns,旅館
accordingly,因此
railroad,鐵路
architect,建築師
sheep,羊
mixture,混合物
mortality,死亡率
rider,騎手
therapeutic,治療的
hampton,漢普頓
impressive,令人印象深刻
wines,葡萄酒
challenging,挑戰
harder,難
competitions,比賽
tft,TFT
nursery,苗圃
clouds,雲
tender,嫩
ash,灰
cups,杯
relocation,搬遷
preserve,保存
contributors,貢獻
violations,違反
paste,糊
accidents,事故
cheapest,便宜
lectures,講座
ali,阿裡
tanzania,坦尚尼亞
foam,泡沫
temperatures,溫度
salad,沙拉
discretion,自由裁量權
monroe,門羅
np,核電廠
microwave,微波
salvador,薩爾瓦多
stuart,斯圖爾特
travesti,特拉維斯蒂
staying,住
realistic,現實
christianity,基督教
integral,完整的
dt,DT
cgi,。.cgi
unsigned,符號
negotiations,談判
repository,存儲庫
veteran,老兵
vibrator,振動器
streams,流
executed,執行
showcase,展示
venice,威尼斯
praise,讚美
jvc,合資企業
cosmetics,化妝品
asks,問
vibrators,振動
estonia,愛沙尼亞
easter,復活節
theories,理論
landing,登陸
poem,詩
jo,喬
signing,簽署
jeremy,傑里米
concentrations,濃度
katie,凱蒂
namibia,納米比亞
synopsis,概要
bias,偏見
congressional,國會
bean,豆
sells,銷售
spirits,精神
float,浮
imported,洋
absent,缺席
hardly,幾乎不
christina,克莉絲蒂娜
generating,生成
relax,放鬆
photographic,照相的
pixel,圖元
sword,劍
modifications,修改
accessed,訪問
coral,珊瑚
ecuador,厄瓜多
prairie,大草原
reunion,團圓
colin,科林
bubble,泡沫
por,波爾
paths,路徑
acquire,獲得
hoping,希望
composer,作曲家
contrary,相反
achieving,實現
equality,平等
